# dinosaurs_length.tsv - dinosaur genus <TAB> estimated adult body length in metres
# Values are central published estimates, rounded; sub-3-metre taxa keep one decimal.
# Fragmentary taxa carry real uncertainty. See data/dinosaurs_length_tsv.meta.json.
Aardonyx	7
Yunnanosaurus	7
Jingshanosaurus	9
Sarahsaurus	4
Antetonitrus	9
Ledumahadi	9
Stegosaurus	9
Kentrosaurus	5
Huayangosaurus	5
Tuojiangosaurus	7
Miragaia	7
Dacentrurus	8
Gigantspinosaurus	4
Wuerhosaurus	7
Chungkingosaurus	4
Loricatosaurus	5
Hesperosaurus	7
Scelidosaurus	4
Scutellosaurus	1.2
Emausaurus	2.5
Ankylosaurus	7
Euoplocephalus	6
Saichania	5
Pinacosaurus	5
Tarchia	7
Talarurus	5
Nodosaurus	6
Edmontonia	7
Panoplosaurus	6
Sauropelta	5
Gastonia	5
Polacanthus	4
Struthiosaurus	2.2
Minmi	3
Borealopelta	6
Zuul	6
Ziapelta	6
Gargoyleosaurus	3
Hylaeosaurus	5
Silvisaurus	4
Animantarx	3
Stegopelta	4
Peloroplites	6
Cedarpelta	7
Triceratops	9
Torosaurus	8
Eotriceratops	9
Titanoceratops	7
Pentaceratops	7
Chasmosaurus	5
Anchiceratops	6
Arrhinoceratops	6
Coahuilaceratops	7
Vagaceratops	5
Kosmoceratops	5
Utahceratops	6
Regaliceratops	5
Medusaceratops	6
Styracosaurus	6
Centrosaurus	6
Pachyrhinosaurus	6
Einiosaurus	5
Achelousaurus	6
Diabloceratops	6
Nasutoceratops	5
Wendiceratops	6
Sinoceratops	6
Zuniceratops	4
Turanoceratops	2.0
Protoceratops	2.0
Bagaceratops	1.0
Leptoceratops	2.0
Montanoceratops	3
Udanoceratops	4
Psittacosaurus	2.0
Yinlong	1.2
Chaoyangsaurus	1.0
Liaoceratops	1.0
Auroraceratops	1.3
Archaeoceratops	1.0
Edmontosaurus	12
Shantungosaurus	15
Magnapaulia	13
Parasaurolophus	10
Charonosaurus	13
Corythosaurus	9
Lambeosaurus	9
Hypacrosaurus	9
Olorotitan	8
Tsintaosaurus	8
Amurosaurus	8
Velafrons	8
Saurolophus	10
Prosaurolophus	9
Gryposaurus	8
Kritosaurus	9
Brachylophosaurus	9
Maiasaura	9
Hadrosaurus	8
Telmatosaurus	5
Bactrosaurus	6
Gilmoreosaurus	6
Nipponosaurus	4
Secernosaurus	3
Huehuecanauhtlus	5
Iguanodon	10
Mantellisaurus	7
Ouranosaurus	7
Altirhinus	8
Equijubus	7
Probactrosaurus	6
Jinzhousaurus	7
Bolong	4
Eolambia	6
Hippodraco	5
Iguanacolossus	9
Fukuisaurus	5
Lanzhousaurus	10
Lurdusaurus	9
Muttaburrasaurus	8
Tenontosaurus	7
Camptosaurus	5
Dryosaurus	3
Hypsilophodon	2.0
Thescelosaurus	4
Orodromeus	2.5
Oryctodromeus	2.1
Parksosaurus	2.5
Zalmoxes	2.4
Rhabdodon	4
Jeholosaurus	1.0
Othnielosaurus	2.0
Nanosaurus	1.3
Agilisaurus	1.2
Hexinlusaurus	1.8
Lesothosaurus	1.0
Eocursor	1.0
Pisanosaurus	1.0
Pachycephalosaurus	5
Stegoceras	2.0
Homalocephale	1.8
Prenocephale	2.4
Stygimoloch	3
Dracorex	3
Goyocephale	2.0
Wannanosaurus	0.6
Alaskacephale	2.5
Heterodontosaurus	1.2
Fruitadens	0.7
Tianyulong	0.7
Abrictosaurus	1.2
Echinodon	0.6
