# mountains_height.tsv - mountain or peak name <TAB> summit elevation in metres above sea level
# Accents and apostrophes are stripped to fit the shared alphabet.
# See data/mountains_height_tsv.meta.json.
Zugspitze	2962
Hochkonig	2941
Triglav	2864
Watzmann	2713
Pico de Aneto	3404
Monte Perdido	3355
Vignemale	3298
Mulhacen	3479
Pico Veleta	3396
Mont Ventoux	1909
Puy de Dome	1465
Ben Nevis	1345
Ben Macdui	1309
Snowdon	1085
Carrauntoohil	1038
Scafell Pike	978
Slieve Donard	850
Galdhopiggen	2469
Glittertind	2452
Kebnekaise	2097
Halti	1324
Hvannadalshnukur	2110
Etna	3357
Corno Grande	2912
Vesuvius	1281
Stromboli	924
Monte Cinto	2706
Mount Olympus	2917
Musala	2925
Gerlachovsky Stit	2655
Korab	2764
Moldoveanu Peak	2544
Rysy	2499
Mount Vitosha	2290
Midzor	2169
Mount Athos	2033
Snezka	1603
Mount Parnassus	2457
Psiloritis	2456
Erciyes	3917
Uludag	2543
Mount Nemrut	2134
Denali	6190
Mount Logan	5959
Pico de Orizaba	5636
Mount Saint Elias	5489
Popocatepetl	5426
Mount Foraker	5304
Iztaccihuatl	5230
Mount Lucania	5226
King Peak	5173
Mount Bona	5044
Mount Blackburn	4996
Mount Sanford	4949
Mount Wood	4842
Mount Vancouver	4812
Mount Churchill	4766
Mount Fairweather	4671
Mount Hubbard	4557
Mount Bear	4520
Mount Whitney	4421
Mount Rainier	4392
Mount Elbert	4401
Mount Massive	4396
Mount Harvard	4395
Mount Williamson	4382
Blanca Peak	4374
La Plata Peak	4372
Uncompahgre Peak	4365
Crestone Peak	4359
Mount Lincoln	4356
Grays Peak	4352
Mount Antero	4351
Torreys Peak	4350
Castle Peak	4349
Quandary Peak	4348
Mount Evans	4348
Longs Peak	4346
White Mountain Peak	4344
Mount Wilson	4342
North Palisade	4341
Mount Shavano	4337
Mount Princeton	4329
Mount Belford	4328
Crestone Needle	4327
Mount Yale	4327
Mount Bross	4322
Mount Shasta	4322
Kit Carson Peak	4317
Tabeguache Peak	4316
Maroon Peak	4315
Mount Sneffels	4315
Mount Oxford	4313
Mount Democrat	4312
Capitol Peak	4307
Pikes Peak	4302
Snowmass Mountain	4295
Mount Eolus	4293
Mount Russell	4293
Windom Peak	4292
Mount Columbia	4291
Missouri Mountain	4289
Humboldt Peak	4287
Mount Bierstadt	4287
Split Mountain	4287
Sunlight Peak	4285
Mount Sidley	4285
Handies Peak	4282
Culebra Peak	4282
Little Bear Peak	4282
Ellingwood Point	4280
Mount Lindsey	4280
Mount Sherman	4278
Redcloud Peak	4277
Mount Langley	4275
Pyramid Peak	4273
Mount Tyndall	4273
Wilson Peak	4272
Wetterhorn Peak	4272
San Luis Peak	4272
Mount Muir	4270
Mount of the Holy Cross	4269
Huron Peak	4269
Sunshine Peak	4268
Gannett Peak	4207
Grand Teton	4199
Kings Peak	4123
Wheeler Peak	4013
Mount Waddington	4019
Granite Peak	3904
Borah Peak	3859
Mount Robson	3954
Mount Adams	3743
Mount Assiniboine	3618
Mount Temple	3544
Mount Hood	3429
Mount Edith Cavell	3363
Mount Baker	3286
Glacier Peak	3213
Mount Jefferson	3199
Lassen Peak	3187
South Sister	3157
Mount Garibaldi	2678
Mount Saint Helens	2549
Mount Mitchell	2037
Clingmans Dome	2025
Mount Washington	1917
Mount Marcy	1629
Mount Katahdin	1606
Aconcagua	6961
Ojos del Salado	6893
Monte Pissis	6793
Mercedario	6770
Huascaran	6768
Cerro Bonete	6759
Nevado Tres Cruces	6748
Llullaillaco	6739
Yerupaja	6635
Cerro Tupungato	6570
Sajama	6542
Illimani	6438
Ancohuma	6427
Coropuna	6425
Ausangate	6384
Illampu	6368
Ampato	6288
Salcantay	6271
Chimborazo	6263
Chachani	6057
Huayna Potosi	6088
Artesonraju	6025
Alpamayo	5947
Cotopaxi	5897
Misti	5822
Cayambe	5790
Antisana	5704
Pico Cristobal Colon	5700
Nevado del Ruiz	5321
Sangay	5286
Tungurahua	5023
Pico Bolivar	4978
Monte San Valentin	4058
Lanin	3776
Fitz Roy	3405
Cerro Torre	3128
Pico da Neblina	2995
Pico Bandeira	2892
Volcan Villarrica	2847
Roraima	2810
Osorno	2652
Mount Fuji	3776
Mount Kita	3193
Mount Hotaka	3190
Mount Yari	3180
Mount Ontake	3067
Mount Norikura	3026
Mount Tate	3015
Mount Asama	2568
Mount Halla	1947
Mount Aso	1592
Baekdu Mountain	2744
Mount Seorak	1708
Jade Mountain	3952
Mount Kinabalu	4095
Puncak Jaya	4884
Mount Kerinci	3805
Mount Rinjani	3726
Mount Semeru	3676
Mount Agung	3031
Mount Merapi	2930
Mount Tambora	2850
Mount Bromo	2329
Krakatoa	813
Mount Apo	2954
Mayon Volcano	2463
Mount Pinatubo	1486
Mount Kosciuszko	2228
Mount Bogong	1986
Aoraki	3724
Mount Tasman	3497
Mount Aspiring	3033
Mount Ruapehu	2797
Mount Taranaki	2518
Mount Ngauruhoe	2291
Mauna Kea	4207
Mauna Loa	4169
Haleakala	3055
Mount Wilhelm	4509
Mount Giluwe	4368
Mount Vinson	4892
Mount Tyree	4852
Mount Shinn	4661
Mount Gardner	4587
Mount Erebus	3794
Mount Jackson	3184
