# dog_breeds_weight.tsv - dog breed name <TAB> typical adult weight in kilograms
# Values are a single defensible central figure (midpoint of the breed standard,
# both sexes averaged) and are APPROXIMATE. See data/dog_breeds_weight_tsv.meta.json.
Alaskan Malamute	36
Siberian Husky	22
Samoyed	23
Greenland Dog	32
Canadian Eskimo Dog	32
Chinook	30
Alaskan Klee Kai	7
American Eskimo Dog	12
Keeshond	17
German Spitz	10
Pomeranian	3
Japanese Spitz	8
Finnish Spitz	12
Norwegian Elkhound	22
Jamthund	28
Norrbottenspets	12
Lapponian Herder	28
Finnish Lapphund	20
Swedish Lapphund	18
Karelian Bear Dog	23
Russo European Laika	22
West Siberian Laika	25
East Siberian Laika	27
Shiba Inu	10
Hokkaido	25
Kai Ken	16
Kishu Ken	20
Shikoku	20
Korean Jindo	18
Thai Ridgeback	25
Formosan Mountain Dog	16
Chow Chow	25
Eurasier	26
Shar Pei	22
Schipperke	6
Norwegian Buhund	15
Icelandic Sheepdog	12
Norwegian Lundehund	7
Border Collie	18
Rough Collie	25
Smooth Collie	24
Shetland Sheepdog	9
Australian Shepherd	25
Miniature American Shepherd	12
Australian Cattle Dog	20
Australian Kelpie	17
Stumpy Tail Cattle Dog	20
German Shepherd Dog	34
White Swiss Shepherd Dog	32
Belgian Malinois	27
Belgian Tervuren	27
Belgian Sheepdog	27
Belgian Laekenois	27
Dutch Shepherd	28
Bouvier des Flandres	38
Briard	33
Beauceron	38
Berger Picard	30
Pyrenean Shepherd	12
Catalan Sheepdog	20
Croatian Sheepdog	15
Old English Sheepdog	32
Bearded Collie	22
Polish Lowland Sheepdog	18
Puli	13
Pumi	12
Mudi	12
Schapendoes	16
Bergamasco Sheepdog	32
Cardigan Welsh Corgi	14
Pembroke Welsh Corgi	12
Lancashire Heeler	6
Swedish Vallhund	13
McNab	18
English Shepherd	22
Welsh Sheepdog	18
New Zealand Huntaway	30
Chihuahua	2
Papillon	4
Phalene	4
Maltese	3
Havanese	5
Bichon Frise	6
Bolognese	4
Coton de Tulear	5
Lowchen	6
Shih Tzu	6
Lhasa Apso	7
Pekingese	5
Japanese Chin	4
Pug	8
French Bulldog	11
Bulldog	23
Olde English Bulldogge	30
American Bulldog	40
Cavalier King Charles Spaniel	7
King Charles Spaniel	5
Tibetan Spaniel	6
Standard Poodle	25
Miniature Poodle	7
Toy Poodle	3
Chinese Crested	5
Xoloitzcuintli	20
Peruvian Inca Orchid	15
Russian Toy	2
Prague Ratter	3
Kromfohrlander	12
Dalmatian	25
Catahoula Leopard Dog	30
Carolina Dog	18
Canaan Dog	20
New Guinea Singing Dog	12
Telomian	9
Aidi	25
Armant	25
Saarloos Wolfdog	40
Czechoslovakian Wolfdog	26
Tamaskan Dog	32
Northern Inuit Dog	36
Volpino Italiano	5
Perro de Presa Mallorquin	38
Ca de Bestiar	38
Podenco Canario	22
Alano Espanol	38
Pachon Navarro	28
Perdiguero de Burgos	27
Ratonero Bodeguero Andaluz	7
Gaddi Kutta	45
Himalayan Sheepdog	35
Indian Pariah Dog	18
Rajapalayam	30
Combai	22
Labradoodle	25
Goldendoodle	25
Bernedoodle	30
Cockapoo	8
Cavapoo	7
Maltipoo	4
Puggle	9
Pomsky	12
